"","superhost","pax","bedrooms","price","review_rating","latitude","longitude","entire_home","hotel_room","shared_room","mininmum_nights","maximum_nights","availability_365","number_of_reviews","fullyBooked","instant_bookable"
"797","FALSE",4,2,2410,4.75,-33.91078,18.4025,1,0,0,7,1125,365,4,FALSE,"FALSE"
"798","FALSE",4,2,500,4.66,-33.95528,18.38663,1,0,0,1,185,212,101,FALSE,"TRUE"
"799","FALSE",8,4,5999,4.9,-33.79391,18.46575,1,0,0,5,1125,357,21,FALSE,"FALSE"
"800","FALSE",2,1,500,4.9,-33.92657,18.40746,1,0,0,2,1125,39,39,FALSE,"FALSE"
"801","FALSE",2,1,670,4.81,-33.92519,18.42279,1,0,0,2,100,101,377,FALSE,"TRUE"
"802","FALSE",4,2,3900,0,-33.93746,18.3843,1,0,0,3,1125,154,2,FALSE,"FALSE"
"803","FALSE",2,1,1130,5,-33.91049,18.40213,0,0,0,1,1125,365,4,FALSE,"FALSE"
"804","FALSE",4,2,3000,5,-33.93855,18.42206,1,0,0,2,365,346,30,FALSE,"FALSE"
"805","TRUE",5,3,2850,5,-33.92891,18.40665,1,0,0,2,21,275,26,FALSE,"FALSE"
"806","FALSE",2,1,475,4.88,-33.93606,18.43345,1,0,0,28,155,1,51,FALSE,"FALSE"
"807","FALSE",3,2,1700,5,-34.13789,18.32454,1,0,0,5,1125,29,8,FALSE,"FALSE"
"808","FALSE",2,1,480,4.9,-33.96255,18.38572,0,0,0,2,90,326,97,FALSE,"TRUE"
"809","FALSE",2,1,950,4.7,-34.13128,18.43446,0,1,0,1,1125,354,20,FALSE,"TRUE"
"810","TRUE",2,1,650,5,-33.80781,18.48325,1,0,0,4,200,212,8,FALSE,"FALSE"
"811","FALSE",4,3,1950,4.91,-33.97394,18.48415,1,0,0,7,1125,68,11,FALSE,"FALSE"
"812","TRUE",5,2,1808,4.77,-33.91118,18.40473,0,0,0,2,1125,343,13,FALSE,"FALSE"
"813","FALSE",8,4,3479,4.76,-34.04694,18.34823,1,0,0,5,1125,99,29,FALSE,"FALSE"
"814","FALSE",8,3,2000,3,-34.14592,18.85706,1,0,0,2,1125,355,1,FALSE,"FALSE"
"815","FALSE",2,1,773,4.77,-33.94157,18.42504,1,0,0,4,1125,29,32,FALSE,"FALSE"
"816","TRUE",8,4,1700,4.85,-33.81558,18.51209,1,0,0,3,29,318,111,FALSE,"FALSE"
"817","FALSE",2,1,650,4.89,-33.80418,18.46688,0,0,0,2,60,364,19,FALSE,"FALSE"
"818","FALSE",2,1,650,4.81,-33.80418,18.46688,0,0,0,2,1125,364,16,FALSE,"FALSE"
"819","FALSE",4,2,2500,0,-33.91724,18.42316,1,0,0,1,1125,364,1,FALSE,"FALSE"
"820","FALSE",4,2,2500,5,-33.9192,18.38827,1,0,0,7,1125,56,1,FALSE,"TRUE"
"821","FALSE",2,1,1500,5,-34.05841,18.44433,0,0,0,1,1125,274,14,FALSE,"TRUE"
"822","FALSE",7,4,5000,5,-33.98595,18.44255,1,0,0,3,60,219,17,FALSE,"FALSE"
"823","TRUE",5,2,2000,4.86,-34.12516,18.45001,1,0,0,2,1125,226,74,FALSE,"TRUE"
"824","FALSE",2,1,1500,3.67,-33.93238,18.406,1,0,0,2,30,365,3,FALSE,"FALSE"
"825","FALSE",4,1,650,4.93,-34.11254,18.82233,1,0,0,2,60,347,14,FALSE,"FALSE"
"826","FALSE",3,1,590,4.76,-33.94246,18.42431,1,0,0,2,1125,212,91,FALSE,"FALSE"
"827","FALSE",4,2,1300,4.54,-34.13823,18.35728,1,0,0,1,1125,59,26,FALSE,"FALSE"
"828","FALSE",5,3,2500,4.41,-33.73218,18.44892,1,0,0,3,1125,363,17,FALSE,"FALSE"
"829","TRUE",8,4,4929,4.96,-34.03852,18.41862,1,0,0,1,365,245,79,FALSE,"FALSE"
"830","FALSE",2,1,650,5,-33.86985,18.64376,1,0,0,1,1125,365,1,FALSE,"FALSE"
"831","FALSE",2,1,400,4.89,-33.91709,18.42235,1,0,0,30,1125,334,74,FALSE,"FALSE"
"832","FALSE",4,2,1443,4,-33.91139,18.41357,1,0,0,2,1125,364,3,FALSE,"TRUE"
"833","TRUE",1,1,360,4.91,-33.95229,18.47769,0,0,0,2,1125,303,55,FALSE,"FALSE"
"834","TRUE",2,1,445,4.8,-33.94033,18.40975,1,0,0,3,150,150,177,FALSE,"FALSE"
"835","TRUE",2,1,614,4.94,-33.93026,18.44636,1,0,0,1,1125,345,17,FALSE,"TRUE"
"836","FALSE",2,1,600,4.23,-33.90891,18.39586,1,0,0,2,1124,205,73,FALSE,"FALSE"
"837","TRUE",2,1,650,4.89,-33.98533,18.45313,1,0,0,2,1125,348,70,FALSE,"FALSE"
"838","FALSE",4,2,1171,4.79,-33.93181,18.40328,1,0,0,3,180,79,114,FALSE,"FALSE"
"839","FALSE",2,1,1238,5,-33.91654,18.41647,0,0,0,1,31,182,2,FALSE,"FALSE"
"840","TRUE",8,4,6176,4.96,-33.79887,18.46106,1,0,0,7,365,251,25,FALSE,"FALSE"
"841","TRUE",2,1,1100,4.73,-33.92683,18.50806,0,0,0,1,1125,348,11,FALSE,"TRUE"
"842","TRUE",5,3,1841,4.86,-34.04082,18.42725,1,0,0,4,90,275,21,FALSE,"FALSE"
"843","FALSE",4,2,1250,4.63,-33.90963,18.41102,1,0,0,2,1125,350,8,FALSE,"TRUE"
"844","FALSE",4,2,1550,5,-33.91021,18.39336,1,0,0,3,1125,309,2,FALSE,"FALSE"
"845","TRUE",2,1,1204,4.89,-33.93026,18.37972,1,0,0,2,1125,265,200,FALSE,"FALSE"
"846","TRUE",6,3,2500,4.83,-34.04742,18.36081,1,0,0,3,1125,118,42,FALSE,"FALSE"
"847","TRUE",4,2,2550,4.45,-34.01099,18.40189,1,0,0,5,1125,59,11,FALSE,"FALSE"
"848","TRUE",2,1,1500,5,-33.92432,18.37833,1,0,0,3,1125,151,3,FALSE,"FALSE"
"849","TRUE",6,3,2600,5,-33.92432,18.37833,1,0,0,3,1125,0,1,TRUE,"TRUE"
"850","TRUE",4,2,3294,4.91,-33.91167,18.4055,1,0,0,2,100,197,194,FALSE,"FALSE"
"851","FALSE",2,1,1500,5,-34.01474,18.37082,1,0,0,7,20,118,2,FALSE,"TRUE"
"852","FALSE",2,1,600,4.35,-33.90958,18.39407,1,0,0,3,1125,333,20,FALSE,"FALSE"
"853","FALSE",2,1,5479,5,-34.05077,18.85387,0,0,0,2,1125,303,3,FALSE,"TRUE"
"854","FALSE",4,2,7200,5,-33.96064,18.38417,1,0,0,3,1125,346,1,FALSE,"FALSE"
"855","FALSE",2,1,2741,5,-33.96071,18.38407,1,0,0,3,28,319,2,FALSE,"FALSE"
"856","FALSE",2,1,650,4.95,-34.1382,18.32646,0,0,0,1,7,46,22,FALSE,"FALSE"
"857","FALSE",12,6,15000,5,-34.0371,18.42441,1,0,0,7,30,330,3,FALSE,"FALSE"
"858","FALSE",2,1,1098,4.8,-33.89475,18.64241,0,0,0,1,1125,365,5,FALSE,"TRUE"
"859","TRUE",2,1,616,4.54,-33.93018,18.40554,0,0,0,2,1125,365,53,FALSE,"FALSE"
"860","TRUE",2,1,704,4.61,-33.93018,18.40555,0,0,0,2,1125,364,71,FALSE,"FALSE"
"861","TRUE",2,1,563,4.45,-33.93015,18.40555,0,0,0,2,1125,364,88,FALSE,"FALSE"
"862","FALSE",2,1,1478,4.86,-33.91612,18.41673,1,0,0,3,1125,351,104,FALSE,"FALSE"
"863","TRUE",4,2,2447,4.91,-34.13644,18.33347,1,0,0,1,1125,365,45,FALSE,"FALSE"
"864","FALSE",2,1,391,4.64,-33.92598,18.38293,0,0,0,4,14,220,63,FALSE,"FALSE"
"865","FALSE",2,1,984,4.81,-34.07067,18.8432,1,0,0,1,19,217,22,FALSE,"FALSE"
"866","FALSE",2,1,1130,4.71,-33.93517,18.40523,1,0,0,2,60,346,14,FALSE,"FALSE"
"867","TRUE",8,3,1600,4.78,-34.10658,18.4714,1,0,0,2,200,46,23,FALSE,"FALSE"
"868","FALSE",2,1,594,4.6,-33.9334,18.41351,1,0,0,2,1125,360,57,FALSE,"TRUE"
"869","FALSE",2,1,499,4.63,-33.91104,18.39454,1,0,0,3,1125,306,8,FALSE,"FALSE"
"870","FALSE",6,3,1350,4.5,-34.09752,18.47492,1,0,0,2,150,314,12,FALSE,"TRUE"
"871","FALSE",5,3,3000,5,-33.81319,18.47695,1,0,0,7,1125,362,2,FALSE,"FALSE"
"872","FALSE",4,2,1050,4.78,-33.78177,18.45587,1,0,0,3,1125,0,9,TRUE,"FALSE"
"873","FALSE",4,2,1571,4.77,-33.93199,18.40918,1,0,0,14,1125,274,13,FALSE,"FALSE"
"874","FALSE",4,4,1580,5,-34.02686,18.35196,1,0,0,2,1125,363,4,FALSE,"FALSE"
"875","TRUE",2,1,603,4.63,-33.99482,18.47148,1,0,0,2,1125,363,19,FALSE,"FALSE"
"876","FALSE",2,1,880,4.53,-33.96236,18.37429,1,0,0,4,1125,103,15,FALSE,"FALSE"
"877","FALSE",2,1,400,4.83,-33.98761,18.47386,0,0,0,2,1125,364,6,FALSE,"FALSE"
"878","FALSE",2,1,890,4.5,-33.88391,18.6041,0,0,0,1,1125,357,4,FALSE,"TRUE"
"879","TRUE",4,2,2976,4.83,-33.91306,18.41402,1,0,0,2,1125,344,145,FALSE,"TRUE"
"880","FALSE",4,2,1400,4.5,-34.16674,18.42617,0,0,0,1,1125,342,2,FALSE,"TRUE"
"881","FALSE",2,1,950,5,-34.16388,18.4303,0,0,0,1,1125,365,2,FALSE,"FALSE"
"882","FALSE",2,1,800,5,-34.16623,18.42701,1,0,0,1,1125,352,1,FALSE,"TRUE"
"883","FALSE",2,1,700,4.86,-33.81753,18.48124,1,0,0,1,1125,271,7,FALSE,"FALSE"
"884","FALSE",2,1,900,4.94,-33.95702,18.38656,0,0,0,2,30,364,19,FALSE,"TRUE"
"885","FALSE",2,1,527,4.84,-33.92193,18.41463,0,0,0,3,1125,151,20,FALSE,"FALSE"
"886","FALSE",2,1,2707,4.75,-33.95987,18.37519,1,0,0,1,1125,180,8,FALSE,"TRUE"
"887","FALSE",2,1,2043,5,-33.96065,18.37481,1,0,0,1,1125,166,1,FALSE,"TRUE"
"888","FALSE",8,4,11900,3.6,-33.94184,18.37504,1,0,0,1,1125,311,5,FALSE,"TRUE"
"889","TRUE",2,1,254,4.86,-34.10409,18.47202,0,0,0,5,1125,252,35,FALSE,"FALSE"
"890","FALSE",4,2,2628,4.79,-33.93373,18.40339,1,0,0,4,45,236,116,FALSE,"TRUE"
"891","FALSE",1,1,550,5,-33.80418,18.46688,0,0,0,1,1125,364,5,FALSE,"FALSE"
"892","TRUE",2,1,880,4.8,-33.91261,18.42482,1,0,0,3,300,304,139,FALSE,"TRUE"
"893","FALSE",2,1,1000,4.2,-34.12678,18.44866,1,0,0,7,30,263,6,FALSE,"TRUE"
"894","FALSE",4,2,900,5,-34.01204,18.46434,1,0,0,4,1125,287,4,FALSE,"FALSE"
"895","TRUE",5,2,530,4.75,-34.10159,18.47638,1,0,0,3,1125,306,8,FALSE,"FALSE"
"896","FALSE",6,3,1300,4.3,-34.09876,18.48801,1,0,0,2,1125,271,10,FALSE,"FALSE"
"897","TRUE",4,1,695,4.85,-34.14535,18.3204,1,0,0,2,1125,342,53,FALSE,"FALSE"
"898","FALSE",4,1,678,4.86,-34.1508,18.4307,1,0,0,4,1125,302,43,FALSE,"FALSE"
"899","TRUE",12,6,11714,4.93,-33.94724,18.38151,1,0,0,7,50,306,28,FALSE,"FALSE"
"900","FALSE",5,2,2641,4.75,-34.13754,18.39363,1,0,0,5,30,316,4,FALSE,"FALSE"
"901","FALSE",6,3,1700,4.82,-34.16278,18.86501,1,0,0,2,1125,350,11,FALSE,"FALSE"
"902","FALSE",4,2,2000,4.8,-34.04411,18.3618,1,0,0,3,30,314,11,FALSE,"FALSE"
"903","TRUE",3,1,385,4.67,-34.10263,18.47539,0,0,0,3,1125,326,3,FALSE,"TRUE"
"904","FALSE",1,1,310,4.44,-33.96153,18.46772,0,0,0,3,1125,360,26,FALSE,"FALSE"
"905","FALSE",3,1,882,4.9,-33.92068,18.41441,1,0,0,2,45,269,52,FALSE,"TRUE"
"906","FALSE",2,1,350,4.83,-33.91223,18.39311,1,0,0,3,14,0,174,TRUE,"TRUE"
"907","FALSE",2,1,475,4.78,-33.92754,18.45548,1,0,0,3,1125,0,18,TRUE,"FALSE"
"908","FALSE",6,3,1997,4.89,-33.99827,18.46797,1,0,0,2,1125,212,9,FALSE,"FALSE"
"909","TRUE",12,6,8751,4.94,-34.12119,18.37501,1,0,0,3,1125,0,34,TRUE,"FALSE"
"910","FALSE",5,3,2000,4.71,-33.91222,18.41303,1,0,0,2,1125,292,79,FALSE,"FALSE"
"911","FALSE",4,2,2107,4.89,-33.91575,18.41756,1,0,0,7,1125,365,9,FALSE,"FALSE"
"912","FALSE",4,2,1194,4.83,-33.98712,18.4763,1,0,0,5,90,172,12,FALSE,"FALSE"
"913","FALSE",6,4,2000,0,-34.09954,18.38539,1,0,0,30,100,121,1,FALSE,"FALSE"
"914","FALSE",3,2,550,4.6,-33.87352,18.61549,1,0,0,5,1125,274,44,FALSE,"FALSE"
"915","TRUE",6,3,2656,4.86,-34.024,18.37073,1,0,0,1,1125,213,161,FALSE,"FALSE"
"916","FALSE",2,1,850,4.92,-33.70265,18.44486,0,0,0,1,1125,365,12,FALSE,"TRUE"
"917","FALSE",2,2,1200,4,-34.09795,18.87553,1,0,0,3,28,365,1,FALSE,"TRUE"
"918","FALSE",2,1,2600,5,-33.9091,18.40352,0,0,0,1,1125,365,1,FALSE,"TRUE"
"919","FALSE",5,3,6500,4.8,-34.12705,18.44541,1,0,0,2,100,362,25,FALSE,"FALSE"
"920","FALSE",2,1,934,4.8,-33.9002,18.40836,1,0,0,5,1125,297,81,FALSE,"TRUE"
"921","TRUE",6,2,774,4.96,-34.04782,18.83169,1,0,0,2,1125,233,26,FALSE,"FALSE"
"922","FALSE",1,1,400,5,-33.88231,18.66636,0,0,0,1,1125,365,1,FALSE,"FALSE"
"923","FALSE",4,1,700,4.89,-33.93446,18.41107,1,0,0,2,1125,178,89,FALSE,"TRUE"
"924","FALSE",2,1,370,4.75,-34.10033,18.47446,1,0,0,2,1125,326,72,FALSE,"FALSE"
"925","FALSE",6,3,6150,5,-33.95844,18.38674,1,0,0,10,1125,0,2,TRUE,"FALSE"
"926","FALSE",4,2,1230,4.79,-33.91627,18.41594,1,0,0,2,1125,119,132,FALSE,"FALSE"
"927","TRUE",4,1,636,4.63,-34.07507,18.87767,1,0,0,2,90,0,59,TRUE,"FALSE"
"928","FALSE",8,4,4500,4.89,-34.02621,18.37261,1,0,0,5,1125,262,9,FALSE,"FALSE"
"929","FALSE",8,4,7320,4.98,-34.01219,18.33536,1,0,0,4,31,276,50,FALSE,"FALSE"
"930","TRUE",2,1,1269,4.89,-33.928,18.38186,1,0,0,2,1125,295,48,FALSE,"FALSE"
"931","FALSE",4,2,1343,5,-34.12401,18.8318,1,0,0,3,1125,254,2,FALSE,"FALSE"
"932","FALSE",5,2,1742,4,-33.937,18.43216,1,0,0,4,1125,365,5,FALSE,"FALSE"
"933","TRUE",4,2,2860,4.87,-33.94675,18.38353,1,0,0,3,1125,363,31,FALSE,"FALSE"
"934","FALSE",2,1,700,4.96,-33.94828,18.38422,0,0,0,2,1125,122,24,FALSE,"FALSE"
"935","FALSE",2,1,1488,5,-33.95747,18.38909,1,0,0,2,1125,355,4,FALSE,"TRUE"
"936","FALSE",2,1,396,4.93,-33.84972,18.48973,0,0,0,2,1125,327,14,FALSE,"FALSE"
"937","FALSE",2,1,434,4.61,-33.92012,18.42317,1,0,0,3,1125,120,67,FALSE,"FALSE"
"938","FALSE",10,5,1230,2.8,-34.14174,18.42821,1,0,0,2,30,364,5,FALSE,"FALSE"
"939","FALSE",8,4,3200,5,-34.10277,18.39079,1,0,0,5,1125,47,4,FALSE,"TRUE"
"940","FALSE",2,1,1400,4.91,-33.91842,18.38732,1,0,0,4,365,57,22,FALSE,"FALSE"
"941","FALSE",10,5,10000,4.98,-33.9482,18.38056,1,0,0,3,1125,256,55,FALSE,"FALSE"
"942","TRUE",2,1,350,4.91,-34.10292,18.47606,0,0,0,3,1125,338,11,FALSE,"TRUE"
"943","TRUE",6,3,6500,4.83,-33.94925,18.38089,1,0,0,2,1125,1,23,FALSE,"FALSE"
"944","TRUE",2,1,1150,4.77,-33.9497,18.38029,1,0,0,3,1125,25,26,FALSE,"FALSE"
"945","TRUE",2,1,600,4.84,-33.98344,18.43976,1,0,0,2,1125,357,62,FALSE,"FALSE"
"946","TRUE",2,1,550,4.9,-33.97507,18.48468,0,0,0,1,1125,338,96,FALSE,"TRUE"
"947","FALSE",8,4,2500,4.38,-34.11815,18.45722,1,0,0,3,1125,349,8,FALSE,"FALSE"
"948","TRUE",2,1,1039,4.95,-33.94485,18.41368,0,0,0,1,1125,90,56,FALSE,"TRUE"
"949","FALSE",8,4,11126,5,-33.94134,18.40939,1,0,0,6,1125,364,3,FALSE,"FALSE"
"950","FALSE",2,1,456,4.9,-34.13379,18.40892,0,0,0,2,1125,361,80,FALSE,"TRUE"
"951","FALSE",2,1,1054,4.72,-33.85659,18.49505,1,0,0,2,1125,319,52,FALSE,"FALSE"
"952","FALSE",8,4,8000,5,-34.00675,18.34359,1,0,0,7,1000,350,1,FALSE,"FALSE"
"953","TRUE",8,4,2243,4.91,-34.13399,18.33615,1,0,0,5,1125,122,92,FALSE,"FALSE"
"954","FALSE",2,1,603,4.64,-33.92632,18.41672,1,0,0,3,1125,237,45,FALSE,"FALSE"
"955","FALSE",2,1,510,4.53,-33.90737,18.40602,1,0,0,20,1125,335,39,FALSE,"FALSE"
"956","TRUE",10,5,5657,5,-33.79831,18.46088,1,0,0,2,365,329,17,FALSE,"FALSE"
"957","FALSE",4,2,1800,4.89,-34.12686,18.44638,1,0,0,3,30,242,46,FALSE,"FALSE"
"958","FALSE",3,2,18480,4.5,-33.91118,18.39817,1,0,0,3,1125,365,2,FALSE,"FALSE"
"959","TRUE",2,1,350,5,-33.8084,18.48164,1,0,0,4,1125,325,15,FALSE,"FALSE"
"960","FALSE",4,2,691,4.83,-34.04281,18.4591,1,0,0,3,1000,335,42,FALSE,"FALSE"
"961","FALSE",2,1,1500,4.67,-33.92753,18.42048,1,0,0,14,30,364,3,FALSE,"FALSE"
"962","FALSE",8,5,5000,4.86,-34.04214,18.34699,1,0,0,4,20,364,7,FALSE,"FALSE"
"963","FALSE",4,2,1200,5,-33.80879,18.46972,1,0,0,2,30,1,4,FALSE,"FALSE"
"964","TRUE",2,1,800,4.63,-33.96286,18.48641,1,0,0,3,1125,330,31,FALSE,"FALSE"
"965","TRUE",2,1,1200,4.96,-33.92772,18.38046,0,0,0,1,1125,314,27,FALSE,"FALSE"
"966","FALSE",2,1,1029,3.8,-33.92758,18.41435,1,0,0,1,1125,359,5,FALSE,"TRUE"
"967","FALSE",4,2,1229,4,-33.92709,18.41542,1,0,0,1,1125,339,7,FALSE,"TRUE"
"968","TRUE",4,2,1307,4.9,-34.09759,18.3672,1,0,0,2,1125,37,90,FALSE,"FALSE"
"969","FALSE",10,5,60000,5,-33.94401,18.37794,1,0,0,1,10,364,2,FALSE,"FALSE"
"970","TRUE",4,2,750,4.9,-34.09222,18.85338,1,0,0,1,1125,272,31,FALSE,"FALSE"
"971","FALSE",2,1,700,4.86,-34.09751,18.35992,1,0,0,1,1125,323,36,FALSE,"FALSE"
"972","TRUE",3,2,1543,5,-34.13795,18.38634,1,0,0,1,1125,328,6,FALSE,"TRUE"
"973","TRUE",2,1,1983,4.9,-34.13795,18.38634,1,0,0,1,1125,302,115,FALSE,"TRUE"
"974","FALSE",2,1,450,4.75,-33.93369,18.4208,0,0,0,1,1125,365,4,FALSE,"FALSE"
"975","FALSE",2,1,405,5,-34.10146,18.47525,0,0,0,2,90,302,7,FALSE,"FALSE"
"976","TRUE",2,1,600,4.88,-33.92772,18.38046,0,0,0,1,1125,325,92,FALSE,"FALSE"
"977","FALSE",4,2,918,4.78,-34.04211,18.35395,1,0,0,3,90,342,24,FALSE,"FALSE"
"978","FALSE",3,2,900,4,-33.93547,18.40917,1,0,0,3,1125,271,3,FALSE,"FALSE"
"979","TRUE",2,1,1224,4.84,-34.01066,18.33754,1,0,0,2,1125,315,33,FALSE,"FALSE"
"980","FALSE",6,3,1600,1,-34.10223,18.81585,1,0,0,2,1125,355,3,FALSE,"FALSE"
"981","FALSE",5,2,950,4.41,-34.10181,18.36256,1,0,0,2,1125,345,29,FALSE,"FALSE"
"982","FALSE",3,1,720,4.57,-34.10018,18.3623,1,0,0,1,1125,354,63,FALSE,"FALSE"
"983","FALSE",2,1,600,4.2,-34.10037,18.36316,0,0,0,1,1125,365,10,FALSE,"FALSE"
"984","FALSE",2,1,700,4.5,-34.21204,18.4594,1,0,0,2,45,57,2,FALSE,"TRUE"
"985","FALSE",6,3,7000,5,-33.90877,18.40384,1,0,0,5,400,364,3,FALSE,"FALSE"
"986","TRUE",3,2,437,4.73,-34.1389,18.32869,1,0,0,8,1125,223,60,FALSE,"FALSE"
"987","FALSE",6,3,8000,4.74,-33.93882,18.37631,1,0,0,3,1125,357,53,FALSE,"FALSE"
"988","FALSE",4,2,429,4.94,-34.04475,18.36607,1,0,0,4,1125,208,104,FALSE,"TRUE"
"989","FALSE",4,2,1500,4.89,-34.21044,18.45983,1,0,0,2,45,121,9,FALSE,"FALSE"
"990","FALSE",2,1,663,4.95,-34.1955,18.43058,0,0,0,1,1125,61,86,FALSE,"TRUE"
"991","FALSE",2,1,300,4.68,-34.125,18.38678,0,0,0,1,1125,359,214,FALSE,"TRUE"
"992","TRUE",4,2,1200,4.64,-33.81867,18.47459,1,0,0,5,1125,213,11,FALSE,"FALSE"
"993","TRUE",6,3,4457,4.93,-33.94603,18.37967,1,0,0,3,30,1,211,FALSE,"FALSE"
"994","TRUE",8,4,8500,5,-33.96035,18.37424,1,0,0,4,1125,118,69,FALSE,"FALSE"
"995","TRUE",2,1,500,4.94,-34.07245,18.86423,1,0,0,2,1125,352,50,FALSE,"FALSE"
"996","FALSE",5,4,1900,4.56,-34.14246,18.43361,1,0,0,2,1125,240,9,FALSE,"FALSE"
"997","FALSE",4,2,1050,4.82,-33.91989,18.3875,1,0,0,3,1125,261,29,FALSE,"FALSE"
"998","FALSE",7,3,2900,4.45,-33.9642,18.48644,1,0,0,5,1125,213,30,FALSE,"FALSE"
"999","FALSE",2,1,600,4,-33.9414,18.49232,0,0,0,2,60,257,1,FALSE,"TRUE"
"1000","FALSE",2,1,1100,4.96,-33.91191,18.40442,1,0,0,2,1125,241,57,FALSE,"TRUE"
"1001","FALSE",2,1,799,4.8,-33.91833,18.39141,0,0,0,3,1125,364,6,FALSE,"FALSE"
"1002","FALSE",8,3,450,4.5,-33.84807,18.63704,0,0,0,2,1125,362,4,FALSE,"FALSE"
"1003","FALSE",2,1,700,4.76,-33.93626,18.40519,0,0,0,2,1125,362,25,FALSE,"FALSE"
"1004","FALSE",6,3,3100,4.75,-34.04396,18.35614,1,0,0,3,1125,297,13,FALSE,"TRUE"
"1005","FALSE",6,3,2900,5,-33.99476,18.46017,1,0,0,7,50,282,2,FALSE,"FALSE"
"1006","FALSE",2,1,850,0,-34.04862,18.42325,0,0,0,1,1125,365,1,FALSE,"FALSE"
"1007","FALSE",6,3,2739,4.81,-34.03885,18.34886,1,0,0,3,1125,326,31,FALSE,"FALSE"
"1008","FALSE",1,1,250,4.93,-33.93705,18.41565,0,0,0,5,1125,291,136,FALSE,"FALSE"
"1009","TRUE",4,2,1385,4.75,-34.08853,18.83175,1,0,0,5,365,358,44,FALSE,"FALSE"
"1010","TRUE",4,2,800,4.88,-33.91098,18.41429,1,0,0,3,1125,42,148,FALSE,"FALSE"
"1011","TRUE",5,4,2850,4.92,-34.04213,18.36982,1,0,0,7,90,343,12,FALSE,"FALSE"
"1012","FALSE",4,2,1799,5,-34.14276,18.33473,0,0,0,2,1125,359,5,FALSE,"FALSE"
"1013","TRUE",4,2,904,4.84,-33.91633,18.39283,1,0,0,90,1125,0,100,TRUE,"FALSE"
"1014","FALSE",2,1,500,4.5,-34.02806,18.46667,1,0,0,1,1125,285,3,FALSE,"TRUE"
"1015","FALSE",6,3,2000,5,-34.12277,18.83099,1,0,0,5,1125,356,4,FALSE,"TRUE"
"1016","TRUE",2,1,301,4.99,-33.9331,18.45296,0,0,0,1,35,136,115,FALSE,"FALSE"
"1017","TRUE",4,2,850,5,-33.93292,18.45286,1,0,0,3,35,58,11,FALSE,"FALSE"
"1018","TRUE",3,1,1584,4.9,-33.94307,18.40876,1,0,0,3,1125,319,30,FALSE,"TRUE"
"1019","FALSE",4,1,2500,4.29,-33.91804,18.42415,1,0,0,2,1125,364,7,FALSE,"FALSE"
"1020","TRUE",2,1,4201,5,-33.96415,18.384,1,0,0,2,365,318,10,FALSE,"FALSE"
"1021","FALSE",1,1,400,4.5,-33.93964,18.40095,0,0,0,7,1125,365,2,FALSE,"FALSE"
"1022","FALSE",1,1,546,4.71,-33.93233,18.41058,0,0,0,3,60,364,55,FALSE,"FALSE"
"1023","FALSE",4,2,3124,4.55,-33.92219,18.38126,1,0,0,2,1125,363,12,FALSE,"FALSE"
"1024","FALSE",1,1,450,4,-33.93958,18.40085,0,0,0,3,1125,365,3,FALSE,"FALSE"
"1025","FALSE",2,1,600,4.93,-33.92591,18.38612,0,0,0,3,1125,334,59,FALSE,"FALSE"
"1026","FALSE",2,1,600,4.78,-33.9258,18.38544,0,0,0,3,1125,334,94,FALSE,"FALSE"
"1027","FALSE",2,1,750,4.56,-33.93959,18.40087,0,0,0,3,1125,365,9,FALSE,"FALSE"
"1028","TRUE",4,2,2157,4.89,-33.96357,18.38165,1,0,0,2,30,303,169,FALSE,"FALSE"
"1029","FALSE",4,2,983,4.55,-33.81612,18.48501,1,0,0,3,1125,150,20,FALSE,"FALSE"
"1030","FALSE",3,2,1205,4.23,-33.91798,18.38594,1,0,0,1,1125,59,28,FALSE,"FALSE"
"1031","TRUE",2,1,633,4.77,-33.92385,18.40535,1,0,0,1,1125,321,335,FALSE,"TRUE"
"1032","FALSE",2,1,700,5,-33.65654,18.81124,1,0,0,1,1125,317,3,FALSE,"TRUE"
"1033","FALSE",4,2,2500,5,-34.19502,18.37533,1,0,0,3,1125,104,2,FALSE,"FALSE"
"1034","TRUE",4,2,900,4.89,-34.04964,18.83056,1,0,0,1,1125,317,57,FALSE,"TRUE"
"1035","FALSE",2,1,863,4.76,-33.90951,18.41179,1,0,0,2,60,0,33,TRUE,"FALSE"
"1036","TRUE",2,1,725,4.81,-33.92434,18.3838,1,0,0,2,1125,245,175,FALSE,"FALSE"
"1037","FALSE",2,1,800,5,-33.8924,18.6011,0,0,0,2,1125,365,4,FALSE,"FALSE"
"1038","TRUE",2,1,350,4.86,-34.10261,18.36643,0,0,0,2,30,0,22,TRUE,"FALSE"
"1039","FALSE",2,1,836,4.48,-34.04829,18.43399,0,0,0,1,1125,365,100,FALSE,"FALSE"
"1040","TRUE",3,1,675,4.96,-33.97289,18.4512,1,0,0,1,30,49,152,FALSE,"FALSE"
"1041","FALSE",2,1,471,4.71,-33.93848,18.43178,0,0,0,1,1125,364,7,FALSE,"FALSE"
"1042","TRUE",4,2,775,4.95,-34.01916,18.38281,1,0,0,2,62,316,256,FALSE,"TRUE"
"1043","FALSE",2,1,610,4.77,-33.91542,18.41437,0,0,0,2,1125,365,97,FALSE,"FALSE"
"1044","FALSE",2,1,610,4.74,-33.91627,18.41331,0,0,0,2,1125,365,39,FALSE,"FALSE"
